root_seed,domain,scheme,trajectory_id,target_slot,prediction_nmse,actual_weighted_throughput_bps,joint_qos_outage,minimum_actual_sinr,maximum_constraint_violation,minimum_design_payload_bits,maximum_design_payload_bits,mean_design_payload_bits,design_payload_bits_user_1,design_payload_bits_user_2,design_payload_bits_user_3,design_payload_bits_user_4,mean_causal_channel_variation,causal_channel_variation_user_1,causal_channel_variation_user_2,causal_channel_variation_user_3,causal_channel_variation_user_4,mean_conditional_innovation_standard_deviation,conditional_innovation_standard_deviation_user_1,conditional_innovation_standard_deviation_user_2,conditional_innovation_standard_deviation_user_3,conditional_innovation_standard_deviation_user_4,control_total_s
701,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,3,0.484102338552475,158681344.0,0,0.32166534662246704,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.5834344550967216,0.43179643154144287,0.9773603081703186,0.4829448461532593,0.44163623452186584,2.6226470708934357e-05,2.569869684521109e-05,3.729264426510781e-05,2.179271359636914e-05,2.012182812904939e-05,0.0015767937500186235
701,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,4,0.4569714665412903,204734464.0,0,0.3800147473812103,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.6408103406429291,0.46546149253845215,1.056516408920288,0.5108796954154968,0.5303837656974792,2.694800286917598e-05,2.450568717904389e-05,3.6149391235085204e-05,2.57240953942528e-05,2.1412837668322027e-05,0.0015767937500186235
701,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,5,0.48789703845977783,181808704.0,0,0.34981998801231384,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.6297948658466339,0.5531492233276367,0.9713135957717896,0.48304182291030884,0.5116748213768005,2.7339833650330547e-05,2.4951474188128486e-05,3.619589551817626e-05,2.4997872969834134e-05,2.321409192518331e-05,0.0015767937500186235
701,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,6,0.4827536940574646,180429760.0,0,0.33956873416900635,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.6190785020589828,0.5438523888587952,0.9202537536621094,0.5288284420967102,0.48337942361831665,2.7337580831954256e-05,2.38136690313695e-05,3.72928952856455e-05,2.4213768483605236e-05,2.4029990527196787e-05,0.0015767937500186235
701,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,7,0.5112432837486267,179735872.0,0,0.34243151545524597,2.384185791015625e-07,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.6220313981175423,0.5563512444496155,0.9533607959747314,0.5174211263656616,0.4609924256801605,2.6820635412150295e-05,2.1857375031686388e-05,3.849869972327724e-05,2.2113241357146762e-05,2.481322553649079e-05,0.0015767937500186235
701,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,8,0.49982762336730957,198019760.0,0,0.38282933831214905,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.6277466863393784,0.46892857551574707,1.0583082437515259,0.5196049213409424,0.4641450047492981,2.6344636353314854e-05,2.0308716557337902e-05,3.686943819047883e-05,2.1411822672234848e-05,2.6788567993207835e-05,0.0015767937500186235
701,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,9,0.4863353967666626,205306160.0,0,0.3770810067653656,1.1920928955078125e-07,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.642372652888298,0.4922167658805847,1.0280885696411133,0.5308674573898315,0.5183178186416626,2.8240085157449357e-05,2.156153459509369e-05,3.9130572986323386e-05,2.4499713617842644e-05,2.7768519430537708e-05,0.0015767937500186235
701,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,10,0.46989211440086365,181393248.0,0,0.33449310064315796,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.6445565819740295,0.5172473788261414,1.0439804792404175,0.5033690929412842,0.5136293768882751,2.885871617763769e-05,2.5630410164012574e-05,3.8494417822221294e-05,2.661652433744166e-05,2.4693512386875227e-05,0.0015767937500186235
701,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,11,0.4182981848716736,203888800.0,0,0.3325650095939636,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.63877934217453,0.4519062042236328,1.173872947692871,0.5087345838546753,0.4206036329269409,2.8688914426311385e-05,2.7352569304639474e-05,3.548674430930987e-05,2.7779280571849085e-05,2.413706351944711e-05,0.0015767937500186235
701,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,12,0.423322856426239,189778176.0,0,0.3210744559764862,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.5833995565772057,0.49628257751464844,0.9207975268363953,0.4825536608695984,0.43396446108818054,2.8650431431742618e-05,2.7351588869350962e-05,4.0755232475930825e-05,2.556036452006083e-05,2.0934539861627854e-05,0.0015767937500186235
