root_seed,domain,scheme,trajectory_id,target_slot,prediction_nmse,actual_weighted_throughput_bps,joint_qos_outage,minimum_actual_sinr,maximum_constraint_violation,minimum_design_payload_bits,maximum_design_payload_bits,mean_design_payload_bits,design_payload_bits_user_1,design_payload_bits_user_2,design_payload_bits_user_3,design_payload_bits_user_4,mean_causal_channel_variation,causal_channel_variation_user_1,causal_channel_variation_user_2,causal_channel_variation_user_3,causal_channel_variation_user_4,mean_conditional_innovation_standard_deviation,conditional_innovation_standard_deviation_user_1,conditional_innovation_standard_deviation_user_2,conditional_innovation_standard_deviation_user_3,conditional_innovation_standard_deviation_user_4,control_total_s
301,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,3,0.384353905916214,192073424.0,0,0.3174203932285309,2.384185791015625e-07,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.4296883614733815,0.3000289797782898,0.6291910409927368,0.7321163415908813,0.05741708353161812,2.7808670438389527e-05,2.236234286101535e-05,3.048692269658204e-05,4.5915323426015675e-05,1.247009276994504e-05,0.0015265395833618338
301,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,4,0.3173324167728424,222221424.0,0,0.4029527008533478,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.4659322164952755,0.3525622487068176,0.7349277138710022,0.7192152738571167,0.057023629546165466,2.7061495302405092e-05,2.4597224182798527e-05,3.23116073559504e-05,3.894070687238127e-05,1.239644279849017e-05,0.0015265395833618338
301,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,5,0.3348095417022705,236171440.0,0,0.437759131193161,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.4616578072309494,0.34402745962142944,0.7305193543434143,0.7089356184005737,0.06314879655838013,2.65530231899902e-05,2.6429521312820725e-05,3.187453330610879e-05,3.493443364277482e-05,1.2973604498256464e-05,0.0015265395833618338
301,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,6,0.3522762656211853,209699968.0,0,0.3732006251811981,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.41244962438941,0.30505669116973877,0.6018041968345642,0.6795266270637512,0.06341098248958588,2.80929816653952e-05,2.8203039619256742e-05,3.0441437047556974e-05,3.955320789827965e-05,1.4174242096487433e-05,0.0015265395833618338
301,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,7,0.34533560276031494,216629120.0,0,0.3840375542640686,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.4405780974775553,0.29675886034965515,0.638852059841156,0.7665930986404419,0.06010837107896805,2.800907373057271e-05,2.6197978513664566e-05,3.319949973956682e-05,3.9269711123779416e-05,1.3369105545280036e-05,0.0015265395833618338
301,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,8,0.34052935242652893,199640352.0,0,0.3295424282550812,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.4572782553732395,0.3185362219810486,0.6910138726234436,0.7640469074249268,0.055516019463539124,2.744376502050727e-05,2.589018185972236e-05,2.9314616767806e-05,4.1004786908160895e-05,1.3565474546339829e-05,0.0015265395833618338
301,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,9,0.32627588510513306,241044928.0,0,0.41939929127693176,2.384185791015625e-07,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.47447231505066156,0.3303350508213043,0.7916011214256287,0.7183568477630615,0.05759624019265175,2.7389126444177236e-05,2.8257576559553854e-05,3.130187906208448e-05,3.6676170566352084e-05,1.3320879588718526e-05,0.0015265395833618338
301,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,10,0.3116174042224884,211938592.0,0,0.40295904874801636,1.1920928955078125e-07,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.4582714270800352,0.3031623363494873,0.7723355293273926,0.6978743076324463,0.05971353501081467,2.7218766263104044e-05,2.945124106190633e-05,3.2380161428591236e-05,3.3431533665861934e-05,1.3612128896056674e-05,0.0015265395833618338
301,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,11,0.317440390586853,221599072.0,0,0.4083608388900757,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.420578520745039,0.27416902780532837,0.6711428165435791,0.6789435148239136,0.0580587238073349,2.534377517804387e-05,2.7360576495993882e-05,2.815889638441149e-05,3.3094951504608616e-05,1.2760676327161491e-05,0.0015265395833618338
301,in_domain,probabilistic_gru_mean_scenario_without_uncertainty_conditioning_max_min_payload_primal_dual_unfolding,in-domain-test-00000,12,0.3068994879722595,220332176.0,0,0.37386900186538696,0.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,0.40876126755028963,0.282206654548645,0.6618858575820923,0.637984037399292,0.05296852067112923,2.355837136747141e-05,2.487779602233786e-05,2.8190586817800067e-05,2.8381648007780313e-05,1.2783454621967394e-05,0.0015265395833618338
